"mz","rt","peaktable_1_b42ad67b5ffa65aaea420c60e1fab6b3 intensity","peaktable_2_54a6a55e44fb729a4104bfde9fdb6f9b intensity","peaktable_3_0f741699b76aff9fee4822748a201952 intensity","peaktable_4_46f664aac7a03c653f55ebe81c0750b7 intensity","peaktable_5_57332589ab361972997280ada9fa3ddf intensity"
1679.35522460937,4.3947462,NA,4138267.47072618,NA,3462979.88223678,NA
1679.36004638672,4.392564,NA,NA,NA,NA,3647466.38036396
1679.67401123047,1.94193925,NA,1034595.81715547,NA,NA,1301990.45716631
1680.15466308594,4.8161732,27228746.1045495,29675942.4946171,15171976.4475358,10665566.4513135,8704056.04350618
1680.20056152344,3.7183122,10479766.3052182,10534447.2845344,11092424.1302085,10419192.0360123,10736110.7339891
1680.3581237793,4.3947262,NA,NA,NA,2013283.31998177,1928797.9302884
1681.15319824219,4.82047465,10683849.6757491,12022494.8803035,4460003.48819778,3083610.53106884,NA
1681.2080078125,3.7226343,11141663.4976653,9708175.91890913,11240629.7024578,9602793.96843523,9638210.24697637
1682.16189575195,4.8139924,2361210.03340105,2951318.17894218,NA,NA,NA
1682.19915771484,3.2385567,NA,NA,NA,NA,2148503.460162
1682.20812988281,3.7226363,4586315.98580271,5628159.06395229,5150285.92759837,4541510.76064179,5061198.47159886
1683.31066894531,4.0381904,NA,3173948.91955839,NA,2986084.49391109,2001773.84276232
1684.31213378906,4.04681415,3080380.842395,4194477.18429934,3350123.06351365,NA,3668401.72468535
1684.45129394531,5.6459822,8572383.34129196,9821739.55215681,9814903.99349006,9850793.14332296,9829898.95933615
1685.45422363281,5.6416599,10819349.0082549,9365556.34950249,11485745.2507813,10841919.6846993,10670795.0582883
1685.68566894531,1.9635704,NA,1770552.70147209,1980623.27237212,NA,1474992.63383241
1685.69506835938,2.0845504,983520.676664253,NA,NA,NA,NA
1686.18737792969,1.9678511,1923979.80343791,1473009.23204316,1921708.91055263,1957919.84962115,1740231.72397613
1686.45715332031,5.6546655,5382138.1175672,6215450.77996219,5989360.11241367,6598884.43816687,6518748.63844308
1686.68933105469,1.9505625,NA,1225426.47669441,1496585.5281479,NA,1930082.95519049
1687.3427734375,4.0597603,NA,NA,NA,NA,2531825.52158942
1687.46142578125,5.6459822,1964558.01168558,NA,NA,NA,NA
1688.34561157227,4.06192215,2969071.09199155,NA,2729986.45068843,NA,NA
1688.46655273438,6.0803752,2833207.87554541,2971054.14769945,3753784.89572979,3073930.68884154,NA
1688.48522949219,5.8405169,11770251.9935752,11691386.7955418,12308755.00659,11833666.2178299,11399461.5032784
1689.37939453125,4.4228205,NA,NA,NA,1887373.25905895,NA
1689.46325683594,6.08035375,NA,NA,4009748.95890581,NA,4160025.47214785
1689.4912109375,5.8404776,12791154.9349812,12992020.2252138,14751723.9589661,13314727.2539443,13323868.7262212
1690.30236816406,4.0381904,6145276.10180486,5132886.35603154,5962563.78913016,7293889.97948752,6252174.04279464
1690.4609375,6.0695504,NA,NA,NA,3078538.40977778,NA
1690.48901367188,5.8447999,7532878.73268032,7100256.00831224,8299880.13817665,7134714.57768606,8881879.59256391
1691.09741210938,3.0008807,NA,3506227.2263933,NA,NA,NA
1691.31018066406,4.0381904,7548329.3337384,7809036.67912595,7289450.60131055,7893637.57048908,7502905.68848718
1691.46875,6.0738726,2364836.35293074,NA,NA,NA,NA
1691.49670410156,5.8404763,NA,NA,NA,NA,2691694.44971511
1692.10375976562,2.9878745,2812666.81383036,NA,3164650.13900738,3212766.49888509,NA
1692.12255859375,4.1462049,2397434.26133381,NA,NA,NA,NA
1692.30932617188,4.0424735,3161809.64731611,NA,NA,3469173.24414033,3842233.74450022
1692.6923828125,1.9894625,2240615.55692859,1986359.05393753,2476892.56032994,2422326.17048738,2238573.29882345
1692.93542480469,2.8365989,4756017.84703929,4733581.80791307,4493482.93097804,4838854.55503566,4466263.65654928
1693.13171386719,4.1289162,3139875.88979902,NA,NA,NA,NA
1693.19714355469,1.98514,2086958.38052016,2284095.74697301,2048549.36551895,2531900.38800244,2365039.35241724
1693.69268798828,1.9786782,1748067.34082775,1393965.62465223,NA,NA,NA
1693.93621826172,2.8322788,3770371.58742729,3989115.49543912,4106532.76938705,3825346.22456325,3709089.51892097
1694.05151367188,2.9187206,10367909.7915808,9948607.69398636,10472438.6535595,9319075.96109814,9207870.57429815
1694.12329101562,4.81181075,10557163.0854587,10448439.2865637,4307053.61331919,NA,2501739.30994424
1694.1328125,4.13109675,5280892.07941539,4618765.95219058,NA,NA,NA
1694.19799804688,2.00243,NA,NA,NA,1232009.93177156,NA
1694.93774414062,2.8322788,1871905.79371368,1452687.84102994,1574417.17146067,2079809.11708698,1793565.35110959
1695.05932617188,2.9187597,11220544.5285099,12047827.1811658,12421529.9842136,11588481.2238058,11044786.1317297
1695.125,4.8161339,11516304.1960361,12089131.6769438,5512616.06650142,3684070.98548568,2836234.93350952
1695.14367675781,4.0900167,2792936.56421344,4002875.91692027,NA,NA,NA
1696.06213378906,2.9230427,7130533.58200518,7695827.44826344,6520027.30168462,7060521.910449,7144878.73468725
1696.12768554688,4.8334229,6023059.38483922,5924765.64043353,2576577.56726497,NA,NA
1697.06555175781,2.9273848,2239013.30647743,1923214.36571212,NA,1945144.00386301,1937897.5875404
1697.07495117188,3.01166525,2995793.50956225,2934554.35597763,3097032.57422738,NA,2460933.05565694
1697.15930175781,4.8031676,3838430.98910599,NA,NA,NA,NA
1697.16784667969,4.7988846,NA,4671709.33655846,NA,NA,NA
1697.20629882812,5.0884671,NA,2729781.32247055,NA,NA,NA
1697.30950927735,4.05543915,2694220.40679846,NA,NA,NA,2245656.59345269
1698.07934570312,3.01814925,1089358.43302875,2279014.12814476,2591335.18412382,2190865.44898904,1986761.7229725
1698.08203125,3.17156325,NA,NA,2070255.14083052,NA,1998296.81201043
1698.2201538086,5.0906085,2987204.13109739,4330317.72062091,NA,NA,NA
1699.08569335938,3.0203093,1866546.51252011,1894265.80563357,4814434.79450759,1928506.97318249,4750667.9502632
1699.2255859375,5.0755004,NA,3811213.02929385,NA,NA,NA
1699.39483642578,4.4379461,NA,NA,3020520.44465982,NA,2872419.48928358
1699.70483398438,2.0153952,1370396.13609027,NA,2143341.87129693,NA,1816783.57738537
1700.09130859375,3.01382625,NA,4186778.25458007,4369513.89549535,4275903.83214526,4456853.95310739
1700.09997558594,3.0181298,3544288.5867555,NA,NA,NA,NA
1700.20349121094,2.011073,1719785.16879928,1824550.04340123,1916549.37617634,1889861.27254425,2218494.31505072
1700.28820800781,4.1246329,4153489.72597987,5156026.47668586,5571022.70464561,5430870.05477963,4360110.89247731
1700.33544921875,4.05759915,NA,3856340.88563829,4325965.75028226,4180198.39993085,3978193.02598857
1700.69635009765,1.9613888,NA,751720.333235626,NA,NA,1559610.44581209
1700.7021484375,2.0110743,NA,NA,NA,1544999.5091925,NA
1701.09777832031,3.0138468,NA,1510533.21979051,NA,NA,NA
1701.19189453125,1.9289541,NA,NA,NA,1366519.71770269,NA
1701.28628540039,4.1202913,NA,5469588.69030951,NA,5778776.39608014,NA
1701.29553222656,4.1289137,6373385.01075015,NA,5040247.99009035,NA,5976928.01401652
1701.3352355957,4.0554398,4289596.25623442,NA,NA,3955684.75456273,NA
1701.34265136719,4.0597603,NA,NA,NA,NA,4547430.08568714
1701.52136230469,6.14520685,4795255.37372983,4729036.42619948,NA,4618330.4167841,4139751.03398732
1701.69104003906,1.9246298,NA,NA,943892.319864748,NA,NA
1702.29412841797,4.12245145,4313860.11520123,4952638.34628805,5344014.52245154,NA,5285047.48398168
1702.5205078125,6.1473485,8416924.22287092,8849532.15738491,8436642.71278424,7971424.06783145,7508862.81368164
1703.28442382812,4.1332362,NA,NA,2821021.74281931,NA,NA
1703.2939453125,4.1202702,NA,3217191.29220769,NA,3141859.82651606,3184004.71760888
1703.52038574219,6.1473463,10884247.064795,11217519.5688559,11448882.2365939,11898020.0339054,10871230.8536491
1704.5205078125,6.1430238,9305695.99487457,10134488.6679229,8501387.68890372,9905480.31306695,10019383.5293176
1705.37121582031,4.3882435,2741198.10511167,NA,NA,2515987.66704076,2023158.3079877
1705.51336669922,6.1430255,NA,7871828.55826407,6895822.88359572,7725508.31409036,7500126.98159391
1705.52099609375,6.1473488,7652933.47949209,NA,NA,NA,NA
1706.51538085938,6.1387047,4870432.73323542,3851075.26931716,4378726.40640152,5478245.95106725,5095813.25188116
1706.70458984375,2.0499738,NA,NA,NA,1397472.71329331,NA
1707.19677734375,2.0759048,NA,NA,NA,NA,1390206.31765847
1707.2060546875,2.0499717,NA,2029997.70613152,1913136.68344462,1495168.50912264,NA
1707.69848632812,1.95488575,1785732.55181147,1654353.83851987,1954792.25531091,1616526.76889119,1126570.092408
1707.70007324219,2.037005,NA,NA,1056867.70927875,NA,NA
1708.19116210938,1.9462423,NA,NA,NA,1913923.95959832,NA
1708.20056152344,1.9462817,1994638.04313356,1789372.25851885,NA,NA,1848928.8763905
1708.693359375,1.9764954,NA,NA,1774737.12048159,NA,NA
1708.70281982422,1.9419399,NA,1170538.88415263,NA,1399000.45512253,NA
1710.02136230469,2.9143967,NA,NA,1136626.86722006,NA,NA
1710.46752929688,5.6459807,12035381.1775781,12181170.6086626,12264565.9013818,14020369.6198753,13260521.5375901
1711.02770996094,2.9273637,NA,NA,NA,NA,1403276.57244554
1711.47424316406,5.6416599,14341010.5143255,14026153.9234459,15898619.2819095,16260586.2639154,16492659.8977639
1712.02551269531,2.9187192,NA,NA,1500745.14864946,NA,NA
1712.47241210938,5.6503042,8064477.86152081,8196621.09272046,8317929.47992303,9344848.07745619,9861241.52843025
1713.20483398438,4.7383747,NA,2785606.66827493,NA,NA,NA
1713.48083496094,5.64382005,NA,3549839.63415562,2927077.17645712,3148440.55043457,3925091.0675263
1714.20446777344,1.9851417,1426323.54441637,NA,NA,NA,NA
1714.21423339844,4.8550335,28113036.871356,30672716.9147454,15533355.1765152,12322124.7220275,9986272.55768814
1714.5,5.8405169,29062773.887427,30982087.5969337,32640903.5229529,30461851.2919768,31386677.6073508
1714.69982910156,1.9764954,2688792.74252719,NA,2986209.45623653,2004913.51941281,NA
1714.91906738281,2.8322784,3812441.92971475,4261640.19867946,3555737.44917494,3600226.6335419,3880069.89165101
1715.205078125,1.9808195,2237387.469165,2742038.02425515,2553270.45940736,2369917.86669862,2017979.12932144
1715.22399902344,4.8550723,32962764.6069385,38785224.0699944,21014316.160988,13499686.4302065,11758520.8913869
1715.50085449219,5.8447985,34861962.7971079,33340035.1550103,36440252.6409198,36947442.9702206,37049982.3971082
1715.71032714844,1.9786578,1885398.06889332,NA,1452530.42521472,1870975.51354809,1995088.44314756
1715.92028808594,2.8322788,3573014.82346781,3469790.61013744,3819356.64190745,3208234.22646777,3486046.01591811
1716.03479003906,2.9230427,7667390.3135351,8494054.26613893,8402321.99247582,7864680.69661781,8611650.05647536
1716.22570800781,4.859354,21799521.4284232,21013270.4665027,11434689.9764816,9083811.61404184,7208029.03544432
1716.50463867188,5.8404763,NA,NA,NA,NA,21763045.3934954
1716.5112915039,5.8447999,19995171.8188451,20258056.5074994,21157751.5250507,22030221.5479327,NA
1716.92236328125,2.8193121,2020241.45219484,NA,NA,NA,NA
1717.03723144531,2.9187597,9974917.92379799,9279225.10770076,8422563.83408737,9025687.93721851,8144470.66758413
1717.22799682617,4.8463889,8766248.86965767,9095933.12954397,3635376.87335218,2983992.99471299,NA
1717.51416015625,5.8447999,8344807.98849165,7521028.74481137,8608526.16955825,8275510.3030404,7965311.77156488
1718.0400390625,2.9274041,4968369.64503393,4912699.44397482,5441923.39480358,5582801.42693203,4524950.97708319
1718.26934814453,2.1580246,NA,NA,1133792.42297514,NA,NA
1718.52795410157,6.0220064,NA,8862540.04254133,10783580.3628023,10316011.9015789,10316335.3316265
1718.53533935547,6.0349732,9487136.7391682,NA,NA,NA,NA
1719.0439453125,2.9316873,1726155.46424605,1373661.81447581,1485304.03437685,NA,NA
1719.05334472656,2.9187213,NA,NA,NA,1454002.89069412,1804970.69240137
1719.24487304688,1.8641206,NA,NA,NA,NA,1145668.20348183
1719.25427246093,1.87708855,1302330.41991113,NA,NA,1126079.51857885,NA
1719.28308105469,4.0511176,2814464.17694512,2863567.72343942,NA,2445192.79017204,NA
1719.53186035156,6.0306903,13097668.1613234,13653173.5241027,12388311.2913404,12205589.8026116,12251588.5070863
1720.05822753906,3.1564377,1286867.93953622,NA,NA,NA,NA
1720.2880859375,4.0381904,4646226.18537352,3804885.51242812,3813617.26155488,4075424.43096425,3608198.0076557
1720.53698730469,6.0263267,7522629.23580843,8417717.00008613,7421440.52872428,7303544.94373771,7554330.18577163
1720.96813964844,3.1780484,3245972.74306593,2474071.27395085,3166021.19574543,2939340.43247455,3527176.93376917
1721.06396484375,3.026774,1651382.19894627,NA,NA,NA,NA
1721.07348632812,3.00948465,NA,1635051.07830265,1599956.78812773,2356728.19245581,NA
1721.20764160156,2.0067507,NA,NA,NA,NA,1536134.83795491
1721.28442382812,4.0511177,NA,3037454.48694525,2801658.15473233,3158108.19777953,NA
1721.45690917969,6.121416,3066126.32521382,4077481.27942216,3736240.90871159,4762739.20597088,4180847.86849969
1721.54309082031,6.0306513,2827939.76870642,NA,2461483.01147887,NA,2970936.93738336
1721.71557617188,2.0002887,2555872.19372879,2612391.48175332,NA,2583446.11593479,2286337.017621
1721.96520996094,3.18238995,NA,2994791.82239259,3029848.38734524,2667399.1924303,3034270.808418
1722.07055664062,3.0094854,1879470.76283735,NA,1647343.45824413,NA,1433338.83215756
1722.21435546875,2.00675145,2248416.35414399,NA,2437444.30552209,2914091.64363337,2882966.90353295
1722.45422363281,6.1257774,4999769.97325872,4866230.78388912,5472425.71839224,6670900.17145143,5357960.42454019
1722.70361328125,1.9159863,NA,NA,NA,NA,1080491.23727841
1722.71331787109,2.0024299,1474152.79653244,2034911.75200847,1844081.2301716,1883256.99253856,1930384.1557633
1722.97241210938,3.1823708,NA,NA,NA,1349836.79489746,NA
1723.0892944336,2.9792502,12218249.1809806,12911243.4947533,NA,11400445.4764639,12602878.8258203
1723.095703125,2.9921951,NA,NA,12381440.6655871,NA,NA
1723.20275878906,1.9160269,NA,915856.252811165,NA,1343463.53526872,1229421.42912966
1723.45483398438,6.125738,NA,NA,NA,4837257.79682138,NA
1723.46203613281,6.1257359,NA,4164304.3791905,5530702.54714821,NA,5074139.41996666
1724.09594726562,2.9835917,14369154.7658565,14198871.7288332,13559256.0949935,13854352.4596106,13590896.2255795
1724.45349121094,6.121416,NA,NA,NA,3724366.41599657,NA
1724.46105957031,6.1279188,2841137.99179832,4450438.24281386,NA,NA,NA
1725.09558105469,2.9835506,7782933.78905103,8417806.71049603,8222080.8208134,7910366.49461025,7835807.21900365
1726.10559082031,2.97922995,NA,3720705.72125309,3264033.25057425,2892892.30606932,2918574.52745927
1728.7201538086,2.0348659,1849564.2933887,2427075.77494446,2342986.01300813,1977361.14032531,NA
1729.21856689453,2.03918685,2040602.6912055,2278888.00874662,2725590.94068365,NA,1647603.043821
1729.71075439453,1.9440796,NA,NA,1501256.95035619,NA,1453170.61897613
1729.72033691406,2.037005,1422937.44666994,NA,1294486.46509593,1595524.45909331,NA
1730.21276855469,1.9375981,1619703.45727884,1758657.01358634,NA,1458640.23250191,NA
1730.22253417969,2.0326835,NA,NA,NA,NA,932275.481941221
1730.37707519531,4.3623089,NA,NA,1844152.33207784,NA,NA
1730.71856689453,1.9440805,800650.790504157,NA,1183825.8166949,NA,NA
1731.38220214844,4.3580275,NA,1711565.82634668,NA,NA,NA
1732.00122070312,2.9057537,NA,NA,NA,1416587.03234738,1420769.55983127
1732.27221679688,4.0554402,2988216.03650379,3124831.58821068,NA,3107809.89139293,NA
1733.2787475586,4.04895565,NA,NA,2957164.34271154,3438444.1768766,NA
1733.28820800781,4.03817015,NA,2961430.81648387,NA,NA,3277282.20305309
1734.27685546875,4.0468343,NA,2757922.70169749,NA,NA,NA
1734.50939941406,6.1689983,9118432.77906975,10263307.5961364,9698364.97210651,8815357.80816263,9383057.63062825
1735.50842285156,6.1689568,17888951.5172607,17059963.5656477,16728463.2702667,18813507.3008882,17316235.8722682
1735.73132324219,2.075906,1477774.71296927,NA,NA,NA,NA
1736.216796875,1.959209,917730.133733255,NA,NA,NA,NA
1736.2265625,2.0737444,937371.655629761,NA,NA,NA,1753552.94868525
1736.48944091797,5.6459822,12918706.4968722,12749155.854208,13547740.3631718,10990843.835813,13854495.7499851
1736.50830078125,6.164637,21874392.1656465,22921943.2783935,22102834.4059498,23008716.515433,22729192.4945697
1736.7138671875,1.9808174,NA,NA,1858923.48784313,NA,NA
1736.72171020508,1.9764967,2408463.716511,2506593.30490312,NA,2079442.06243004,2150465.51785518
1737.21911621094,1.9678922,2371930.04784,1804227.10825106,NA,NA,2658352.56170062
1737.22692871094,2.0586176,NA,NA,NA,641351.805233352,NA
1737.48992919922,5.650303,17659602.0103592,17750407.5060379,17171166.0102925,18297328.8667241,18060403.7864356
1737.50964355469,6.164637,22102928.9179507,22339888.8192323,21892529.429382,20872493.8349324,19806890.6783809
1737.7153930664,1.96785315,1685706.65674463,NA,NA,1731162.90942666,NA
1737.72265625,1.9678922,NA,1662097.94635875,NA,NA,NA
1738.01440429688,2.9230432,5391183.31209917,5513235.62555287,4515408.71632996,5221460.94910173,5532088.97244299
1738.49096679688,5.6503042,10946590.431593,10331332.2363242,11001727.168989,11136932.4157665,11204112.1497409
1738.51037597656,6.1689593,18059226.2574636,16324619.9739383,15687017.6961619,17841688.2465229,17766954.9662767
1739.01879882812,2.9187192,5692521.82814437,5402575.06289624,6285390.63364284,6127850.87327587,5647412.94263492
1739.49340820312,5.6503042,4912012.49474435,3832988.86892507,3950721.87171351,3926274.71093404,5001612.19163026
1739.50970458984,6.17113875,NA,8526902.23493927,9497304.52019665,10363915.1242681,9282616.73116358
1739.51525878906,6.164637,9141577.20667444,NA,NA,NA,NA
1740.01928710938,2.91873945,3146194.68021243,2394133.02491586,2720337.66879064,2727458.34635925,NA
1740.02587890625,2.914397,NA,NA,NA,NA,3113307.78742584
1740.51623535156,5.8405169,50866150.3068456,4166901.56881239,5557349.77483322,4271744.60351309,4153314.98171517
1741.03271484375,2.9360094,NA,NA,NA,1614387.44996633,NA
1741.46179199219,6.1819256,3861240.92635313,3051735.31643349,NA,NA,2587094.2210474
1741.5205078125,5.8275509,62900626.7149851,63949560.6179147,67595638.6599772,69688925.2161725,68326712.7499838
1742.466796875,6.164637,NA,2800315.91400429,NA,3748744.32225712,3388918.67288476
1742.52551269531,5.8318727,39177881.5448622,40465672.3224668,41513103.422301,43412789.5621801,41063272.2768396
1742.94519042969,3.186692,2057835.94718727,NA,1939556.27485427,1827695.68683393,2187785.26000463
1743.22833251953,1.9937844,NA,NA,1462295.90044454,1355355.22210097,958776.437435532
1743.326171875,4.0511156,NA,NA,2678855.70117002,NA,NA
1743.52252197266,5.840478,NA,15550270.5787506,NA,16258209.7031255,15345451.133921
1743.5305480957,5.82751,15627104.1013414,NA,17194633.5315808,NA,NA
1743.72668457031,1.998108,2728684.68970913,2801754.77408925,3002034.04662863,1896054.6545235,2724014.8297965
1743.95141601562,3.1823888,2352610.8976394,1837159.91528107,1581886.19016216,NA,1877738.98643241
1744.06866455078,2.6766807,1263977.23801369,NA,1503375.71935884,NA,NA
1744.22509765625,2.0024694,3247037.18886796,2765049.72745294,3022506.87015872,2836083.41209069,2873939.96777005
1744.33276367188,4.046794,NA,NA,NA,NA,2640542.95824001
1744.5283203125,5.8275509,3787606.09919423,3516765.09198358,5308849.79262672,4731528.07404995,4103669.03147755
1744.54809570312,6.0220069,31040507.7178758,32028413.7299119,33252647.0425223,34481129.8256443,32045419.4522675
1744.72375488281,1.9895031,NA,1572301.35856659,NA,NA,NA
1744.7333984375,1.9937844,1955235.35501934,NA,2142092.17171951,NA,2165721.44383134
1745.06628417969,2.672358,NA,NA,NA,NA,1693856.18426831
1745.07489013672,2.97708925,4835559.62323567,5469572.40489135,5264287.99653522,1279039.83189656,4572352.14658502
1745.55493164062,6.0220069,38020439.460401,36123195.3124894,36841066.2927432,40903547.729602,39188418.323152
1746.07446289062,2.9792308,5303822.9582059,5718288.52553613,5722257.33195504,5346214.18246782,5115923.57779465
1746.55432128906,6.0220464,24552244.0697405,23534156.4159081,24340620.6178427,26083855.6361268,23465470.0827334
1747.08325195312,2.9792303,2893574.90268169,3528869.51586537,3837856.0887658,3599913.93352745,3892850.1145485
1747.55456542969,6.0220044,8677016.09272853,9039816.67357477,10446051.4856299,10275156.1722888,10362037.7789844
1748.56408691406,6.0220069,2783538.29264887,NA,NA,NA,NA
1750.73461914062,2.0326852,2448964.79944537,2864933.26894537,2387101.67271638,2023459.29672804,2736582.29124412
1751.23608398438,2.0240408,2681617.08774264,2509007.41349345,3011118.95169871,2776401.75754686,2881546.6683554
1751.73785400391,2.0327247,NA,2113083.6948555,1691507.71382549,2024551.60258641,NA
1757.73571777344,2.0499738,NA,NA,NA,1637906.70218279,NA
1757.74548339844,2.0542943,NA,1843361.14312583,2552569.83841145,NA,1671717.42005268
1758.23022460938,1.9678729,NA,880375.099264591,NA,856498.873956842,NA
1758.24011230469,2.0542935,NA,NA,1774292.38539422,2040961.37011341,2063978.2881719
1758.73440551758,1.9700125,1706321.76599878,1885571.09478852,1307525.83176328,NA,1754973.55424681
1758.74487304688,2.0586176,1403584.84651602,NA,1232605.59271726,1771861.30616869,NA
1759.22998046875,1.95058355,NA,1362153.20287191,2351678.89366838,2127134.8649234,2028327.39968944
1759.23974609375,2.049972,NA,NA,NA,NA,880374.839207146
1759.73498535156,1.959209,1305875.08717087,1270730.1748502,NA,1305853.18984087,NA
1760.00228881836,2.91439875,2739369.30397191,2609767.40333043,NA,3053993.84724151,2821673.50397512
1761.00390625,2.9144378,3553240.43566798,2661497.077992,3346490.95635084,3654453.03137963,3120034.52570325
1762.20458984375,3.7226343,NA,NA,2084691.64912743,NA,NA
1762.48266601562,6.1300994,NA,3147529.4328789,NA,NA,NA
1762.50238037109,5.641699,7007344.87877529,7170390.94119672,7045647.78371775,7988782.2802185,8034001.54951649
1763.28723144531,3.554112,NA,1632119.83966892,NA,NA,NA
1763.48596191406,6.1214148,NA,3499802.54059556,4007938.45906804,NA,4166337.72530702
1763.505859375,5.6503016,9116425.79377907,10320594.9691495,8867802.39986403,8980528.75679212,9334411.29123323
1764.29125976562,3.5497902,NA,1629269.64883741,NA,NA,NA
1764.48022460938,6.13654285,NA,NA,NA,2820581.04448649,3053780.85439907
1764.51000976562,5.64166,6067476.05553276,6038690.87072327,5292384.58458598,4676569.67193956,6166795.51305522
1764.74865722656,2.0673016,NA,1210466.49393385,NA,NA,NA
1765.23638916016,1.9895031,NA,1131987.65239931,NA,NA,NA
1765.24633789062,2.0845504,1729477.83266869,NA,NA,NA,NA
1765.25640869141,2.1104819,NA,NA,NA,NA,1239104.72235404
1765.48522949219,6.1214154,NA,NA,NA,2939864.88151858,3018731.92178346
1765.73486328125,1.9808195,3046841.42054157,NA,NA,NA,NA
1765.74401855469,1.99596585,NA,2152738.35996693,2454444.8080005,2228620.58481806,2101980.24323447
1766.24206542969,1.9851417,2863916.15295919,3022863.95823487,3166226.32317695,2652501.59148881,2956220.90810428
1766.53112792969,5.8318311,26240259.3444147,26346354.615768,26401511.3978333,28039164.3226899,26190590.4006837
1766.740234375,1.9937844,1841453.11725741,1808855.94751054,2420914.83661932,1746040.52713407,1543039.0984336
1767.04931640625,2.6723988,NA,1283618.62507865,NA,NA,NA
1767.05834960938,2.9792696,2765538.00721125,1712493.34227732,NA,NA,2090226.28389283
1767.53790283203,5.8275509,32289801.0989895,31466331.8519597,32410320.8509493,34871180.7020927,33424740.5865447
1768.056640625,2.9792308,3150732.13381428,3513837.2937617,3228612.94303498,3441066.4087893,2546760.92265714
1768.53576660156,5.8318311,19142912.9819716,19865561.1036445,20499147.7575655,21173283.8091334,20190154.4251701
1769.54406738281,5.8275509,8472843.63972172,8222150.88625706,8987371.83302011,9013457.73267191,7341734.452635
1770.56359863281,6.013362,18851286.2203059,19039995.3266209,19459587.1331851,19285829.351663,20201241.1051906
1771.56433105469,6.0176839,22133467.0060909,24092217.1236844,23538428.375095,25800995.5569366,23782410.7904072
1772.24426269531,2.0067917,NA,1480498.94447833,NA,NA,NA
1772.56683349609,6.0134018,14156126.001518,15899402.6286096,14429156.0855229,14887323.0691349,13851657.9420266
1772.74523925781,2.0111135,1962048.7504648,3082525.98050561,2590507.61627408,2405222.54035904,3378289.38582778
1773.24621582031,2.0154359,2826535.0414455,2758369.46049638,2738549.8299839,2671962.094497,3422817.80527519
1773.57678222656,6.0176821,6505207.55881237,5765189.57739816,6171186.91045854,6143858.39987964,6882919.23712504
1773.74731445312,2.0110737,2389865.89593056,2407170.11163432,1838097.11109131,NA,2188072.22117456
1774.10913085938,2.9921968,11523128.4143831,13680225.0482829,11535381.8721086,12072080.9476586,12031189.867284
1774.24865722656,2.0111135,NA,1326942.22439241,NA,NA,NA
1775.11297607422,2.9900359,11349638.0795543,13134777.6747796,NA,12334912.9239538,12616022.3426018
1775.12170410156,2.9965173,NA,NA,13180149.6858144,NA,NA
1775.30236816406,2.2185345,NA,NA,945639.942841976,NA,NA
1775.53332519531,6.1689593,3843801.09320611,4518620.52950968,5070736.37546512,4117326.34870556,4889529.18666023
1775.96508789062,2.9187206,900746.929208528,NA,NA,NA,NA
1776.11672973633,2.98787475,7104739.518656,7613123.03572348,NA,6881342.8835627,6873887.91983703
1776.31665039062,2.2185345,NA,NA,1192568.87664731,NA,NA
1776.53771972656,6.1689568,7340714.33810589,7906555.20454089,8844933.43594156,9224764.41906315,8266055.89017902
1777.12072753906,2.987875,2710543.21146,NA,2844579.54591938,2799755.79265519,NA
1777.29162597656,1.9030214,1455480.547929,1497710.30648569,1113225.43829999,1415249.91516235,1320242.04857428
1777.53387451172,6.1624958,NA,9718048.75171448,11548139.6365255,11393934.9788864,10758149.0262222
1777.54040527344,6.1819256,10495643.2662848,NA,NA,NA,NA
1778.29748535156,1.8944161,1361454.15264038,1460536.12548853,NA,1479178.95347775,NA
1778.53930664062,6.164637,9682167.24718222,11074353.1400068,8963159.36147089,10619480.2503047,11278443.4171358
1779.24401855469,2.0240392,NA,NA,NA,NA,1329405.41235019
1779.5361328125,6.1689593,9370218.64389454,8067543.7967659,8144125.44282725,9820431.72735069,8077855.67599428
1779.75775146485,2.05215445,2208610.89960244,2875747.40183577,2502418.49881988,3128793.23781056,NA
1780.251953125,2.0456513,2533039.101297,3127894.81646868,NA,2311590.86682085,NA
1780.53405761719,6.1711184,6230658.36439877,NA,5926045.36895765,4984448.17730612,5832108.3027503
1780.75564575195,2.047832,2395693.02417836,1347793.38756628,1688728.96443956,NA,2074795.4323337
1781.24145507812,1.9505645,1778250.11334413,NA,NA,NA,NA
1781.25,1.9549056,NA,1683631.90821947,NA,NA,1414832.01592426
1781.26000976562,2.0284022,NA,1374724.58411193,NA,NA,NA
1781.53271484375,6.164637,NA,NA,NA,3622877.32571195,NA
1781.97668457031,2.9230427,1717706.68904915,NA,NA,NA,NA
1782.98669433594,2.9187192,NA,2066089.92288282,2074620.65866659,NA,1612862.37868706
1786.76147460938,2.0845496,1924976.60836247,2126045.57072953,1936207.90316061,NA,1921991.98663519
1787.24798583984,1.9721755,NA,NA,NA,941269.012096502,NA
1787.2626953125,2.0802471,NA,2235187.72643091,1800025.76471372,NA,NA
1787.75500488281,1.9851396,2051910.58338421,2190022.71477421,1720349.38194769,2193616.47192001,2101604.89743769
1787.76522827148,2.0802284,1309483.65134588,1389678.75448257,NA,1769789.17267304,1569446.95570284
1788.25231933594,1.9808195,2352183.41616403,2625745.07364298,2301680.68718756,1917501.66489319,2759443.30130428
